COD_CLIENTE;CANAL_VENDA;COD_CUPOM;DATA_VENDA;IMPOSTO_VENDA;QUANTIDADE_VENDA;VALOR_VENDA;AVALIACAO_ATENDIMENTO;ANO_MES;NPS_TIPO
40066768;1000;04 0284000021418102;16/01/2025;5,18;14;55,86;10;2025-01;Promotor
40361102;1000;04 0198000045761102;21/01/2025;16,16;1;60,99;4;2025-01;Detrator
39119185;3000;04 01090003257671;21/03/2025;13,13;1;141,91;8;2025-03;Neutro
39641790;4300;04 00530004109861;27/04/2025;59,55;1;173,13;9;2025-04;Promotor
39695996;1000;04 0067000389829101;14/02/2025;14,58;1;56,99;7;2025-02;Neutro
40061992;4300;04 01470000252801;03/03/2025;23,09;1;166,97;2;2025-03;Detrator
40301960;1000;04 0200000043410104;04/04/2025;1,57;5;16,95;9;2025-04;Promotor
39620625;1000;04 0234000005358106;18/04/2025;4,07;2;16,56;5;2025-04;Detrator
40110064;4300;04 00630004192491;25/04/2025;12,87;1;17,89;1;2025-04;Detrator
39623994;1000;04 0272000021911102;07/03/2025;4,76;1;15,99;6;2025-03;Detrator
39670363;1000;04 0179000035419101;09/01/2025;6,39;1;24,99;10;2025-01;Promotor
40236795;3000;04 02520000611631;03/02/2025;15,74;1;58,41;2;2025-02;Detrator
40509953;3000;04 01460003053471;21/04/2025;15,63;1;168,89;8;2025-04;Neutro
39106224;4600;04 00760001148971;09/04/2025;4,7;15;50,85;8;2025-04;Neutro
39224669;1000;04 0096000067412107;12/04/2025;2,63;3;9,45;9;2025-04;Promotor
39964520;1000;04 0011000291519105;26/04/2025;4,52;1;17,69;1;2025-04;Detrator
39873639;3000;04 01790000122731;28/03/2025;6,56;1;70,92;9;2025-03;Promotor
39657012;1000;04 0186000189017103;04/02/2025;51,17;1;199,99;6;2025-02;Detrator
40043749;1000;04 0069000404487103;05/03/2025;7,67;1;29,99;4;2025-03;Detrator
39828455;4100;04 02800000203621;27/02/2025;10,66;1;26,47;2;2025-02;Detrator
39962915;1000;04 0089000028169103;18/01/2025;1,18;1;4,79;10;2025-01;Promotor
39512745;1000;04 0170000051126105;06/03/2025;0,56;2;5,98;1;2025-03;Detrator
40279591;1000;04 0147000029966105;17/04/2025;0,79;1;8,49;5;2025-04;Detrator
39103862;1000;04 0248000017572103;22/04/2025;3,83;1;14,99;1;2025-04;Detrator
40241612;3000;04 02500001043681;24/04/2025;28,71;1;136,71;5;2025-04;Detrator
39501957;4300;04 01700000904691;19/03/2025;33,16;1;272,36;4;2025-03;Detrator
40185485;4300;04 02010000895271;22/01/2025;10,38;1;30,54;7;2025-01;Neutro
40428363;2000;04 00140060985671;27/02/2025;3,81;3;14,87;8;2025-02;Neutro
39924271;1000;04 0077000162089103;22/02/2025;2,22;2;8,38;10;2025-02;Promotor
39253491;3000;04 01450000062831;15/03/2025;0,58;1;6,29;4;2025-03;Detrator
38619100;1000;04 0130000047718102;24/02/2025;31,79;1;176,61;6;2025-02;Detrator
39191468;1000;04 0004000447739103;13/02/2025;4,17;1;16,3;10;2025-02;Promotor
40001674;4300;04 00530004050051;02/04/2025;24,05;1;77,05;2;2025-04;Detrator
40632855;3000;04 01580000966901;26/03/2025;22,81;1;246,59;1;2025-03;Detrator
37922101;1000;04 0062000158291101;19/04/2025;1,85;1;19,99;10;2025-04;Promotor
40578480;1000;04 0062000159964102;21/03/2025;5,47;1;19,99;10;2025-03;Promotor
39717912;1000;04 0141000041277102;21/02/2025;6,11;1;65,99;6;2025-02;Detrator
37922485;2002;04 00140060891531;25/02/2025;-6,77;-1;-10,99;8;2025-02;Neutro
39537627;1000;04 0031000322320106;30/03/2025;3,39;2;13,23;10;2025-03;Promotor
39900034;1000;04 0144000133127101;01/03/2025;0,91;1;9,9;6;2025-03;Detrator
40431569;1000;04 0237000051455101;17/03/2025;13,13;1;141,99;10;2025-03;Promotor
39164815;1000;04 0223000012451101;25/01/2025;3,57;1;13,99;5;2025-01;Detrator
40125371;4300;04 00430002345831;14/01/2025;64,61;2;239,79;2;2025-01;Detrator
39239939;4300;04 00660002211831;28/02/2025;5,8;1;22,65;9;2025-02;Promotor
51009443;1000;04 0030000053628A;19/04/2025;5,17;1;55,9;6;2025-04;Detrator
39247456;1000;04 0068000461036104;30/04/2025;39,78;1;220,99;4;2025-04;Detrator
40348266;4600;04 01880001099291;09/03/2025;4,6;1;17,99;4;2025-03;Detrator
39802663;3000;04 02770000440821;28/04/2025;6,46;1;69,89;2;2025-04;Detrator
39441550;4300;04 01720001393361;22/01/2025;57,61;1;174,79;7;2025-01;Neutro
32575499;1000;04 0183000086083103;03/01/2025;6,52;1;36,19;3;2025-01;Detrator
40428363;4500;04 00790002685421;30/03/2025;7,68;1;29,99;4;2025-03;Detrator
39265441;1000;04 0114000212454103;27/04/2025;38;1;199,99;4;2025-04;Detrator
40356965;3000;04 02320000318741;21/03/2025;10,75;1;116,21;5;2025-03;Detrator
40484583;3000;04 01460002926241;19/03/2025;26,68;1;288,41;8;2025-03;Neutro
40416855;1000;04 0142000125084102;20/04/2025;0,75;1;8,1;10;2025-04;Promotor
39902632;1000;04 0007000380062102;12/04/2025;2,95;1;11,49;3;2025-04;Detrator
39670363;1000;04 0179000039501101;23/02/2025;1,02;1;10,99;4;2025-02;Detrator
39122824;4401;04 00180003691351;16/03/2025;19,95;1;77,99;3;2025-03;Detrator
36116439;4300;04 02130001198901;02/04/2025;19,63;1;138,81;10;2025-04;Promotor
39762608;4300;04 01090003187571;19/02/2025;18,28;1;48,11;6;2025-02;Detrator
39176225;3000;04 01410001417831;18/01/2025;1,5;1;16,19;8;2025-01;Neutro
61003499;4300;04 00310002554591;08/03/2025;6,5;1;19,31;8;2025-03;Neutro
40296496;1000;04 0099000008608102;06/04/2025;4,15;1;16,2;6;2025-04;Detrator
39224040;1000;04 0249000020764103;12/03/2025;15,07;1;47,99;9;2025-03;Promotor
40199840;2000;04 00140062265121;14/04/2025;10,86;1;25,6;6;2025-04;Detrator
40336888;1000;04 0050000195280103;26/01/2025;9,13;1;36,99;2;2025-01;Detrator
39254421;1000;04 0125000165994101;29/01/2025;3,58;1;13,99;2;2025-01;Detrator
40552482;1000;04 0065000378565104;06/04/2025;0,3;1;3,32;2;2025-04;Detrator
39762608;4300;04 01090003109311;16/01/2025;9,96;2;43,56;9;2025-01;Promotor
36688810;3000;04 02100001928931;24/04/2025;2,36;1;8,09;8;2025-04;Neutro
39725000;4401;04 02180000397161;02/03/2025;32,45;2;350,8;2;2025-03;Detrator
39846187;1000;04 0122000132946101;10/03/2025;5,12;1;19,99;7;2025-03;Neutro
40351580;1000;04 0146000131032101;18/01/2025;16,75;1;180,99;1;2025-01;Detrator
40579277;4100;04 02260000836841;11/03/2025;12,33;1;24,29;2;2025-03;Detrator
39754542;1000;04 0123000182691101;15/03/2025;12,95;1;46,49;7;2025-03;Neutro
39518105;3000;04 01800001609651;06/04/2025;5,49;1;59,3;2;2025-04;Detrator
36241020;1000;04 0074000385670101;06/04/2025;6,12;1;23,99;7;2025-04;Neutro
40365177;3000;04 00960005997641;22/01/2025;12,53;1;44,99;2;2025-01;Detrator
39407365;4300;04 02390000736101;23/01/2025;22,82;1;66,01;10;2025-01;Promotor
40356624;1000;04 0238000009166103;15/04/2025;0,33;1;3,6;8;2025-04;Neutro
39762608;4300;04 01090003252561;19/03/2025;6,34;1;14,77;10;2025-03;Promotor
39637362;1000;04 0173000106324106;23/03/2025;0,59;1;6,37;3;2025-03;Detrator
40572494;1000;04 0167000070703103;20/03/2025;4,93;2;19,98;8;2025-03;Neutro
39819855;1000;04 0235000065130102;22/01/2025;1,84;2;19,98;2;2025-01;Detrator
39492874;1000;04 0043000178026102;02/01/2025;30,87;1;114,57;9;2025-01;Promotor
33261485;1000;04 0092000029403A;29/04/2025;2,67;1;28,9;4;2025-04;Detrator
39919351;3000;04 02100001750161;26/02/2025;12,49;1;134,99;10;2025-02;Promotor
39948510;4100;04 01950000747911;31/03/2025;0,56;2;6,1;3;2025-03;Detrator
39798906;1000;04 0007000241995103;12/04/2025;0,51;1;1,99;9;2025-04;Promotor
39558080;3000;04 02720000112661;20/03/2025;1,47;1;7,19;9;2025-03;Promotor
40630363;4100;04 00560003071111;25/03/2025;12,14;1;57,77;7;2025-03;Neutro
40579277;4100;04 02260000836841;11/03/2025;2,09;1;9,1;10;2025-03;Promotor
39563917;3000;04 01580000997061;18/04/2025;9,81;2;35,18;8;2025-04;Neutro
40626448;3000;04 00620002771671;30/03/2025;13,26;1;77,99;9;2025-03;Promotor
39292826;3000;04 02020000934731;01/04/2025;9,86;1;51,9;10;2025-04;Promotor
39152124;3000;04 01390001284221;23/04/2025;12,9;1;139,41;10;2025-04;Promotor
39036539;1000;04 0266000028408101;23/03/2025;62,43;1;252,99;1;2025-03;Detrator
39355662;3000;04 01260000669531;29/04/2025;18,35;1;71,72;6;2025-04;Detrator
39348684;4100;04 01030001232351;19/02/2025;16,44;1;41,89;9;2025-02;Promotor
40067633;1000;04 0062000089264107;16/04/2025;1,83;3;19,77;10;2025-04;Promotor
40426144;3000;04 01850000915421;09/04/2025;11,51;1;44,99;5;2025-04;Detrator
39411619;4100;04 01420001487041;02/02/2025;23,07;1;156,1;1;2025-02;Detrator
39211375;4100;04 01650001466071;01/04/2025;21,6;1;163,79;10;2025-04;Promotor
36393689;3000;04 02560000949731;09/04/2025;14,04;2;54,89;9;2025-04;Promotor
40301960;1000;04 0200000043410104;04/04/2025;1,57;5;16,95;2;2025-04;Detrator
39441892;1000;04 0146000082353105;05/01/2025;2,03;1;21,99;8;2025-01;Neutro
39253491;1000;04 0145000001980101;23/02/2025;3,7;1;39,99;1;2025-02;Detrator
40606589;1000;04 0088000103455103;12/04/2025;26,65;2;129,98;10;2025-04;Promotor
39717912;3000;04 01410001420661;21/01/2025;17,78;1;192,28;10;2025-01;Promotor
39550750;4300;04 00880003862561;13/01/2025;9,24;1;24,02;6;2025-01;Detrator
39297491;3000;04 00520003258501;11/02/2025;-28,51;-1;-111,42;2;2025-02;Detrator
61019339;4300;04 02840000157061;27/02/2025;9,18;1;52,91;8;2025-02;Neutro
39659262;1000;04 0081000048323103;10/04/2025;41,7;1;169;8;2025-04;Neutro
36044764;3000;04 01800001590971;30/03/2025;1,42;5;15,45;10;2025-03;Promotor
39695000;1000;04 0272000014313103;28/02/2025;5,75;1;19,29;6;2025-02;Detrator
39122824;4100;04 00180003699681;18/03/2025;23,02;1;89,99;5;2025-03;Detrator
40256032;1000;04 0189000032711101;17/03/2025;2,4;10;26,31;3;2025-03;Detrator
40344669;1000;04 0272000011027101;01/04/2025;64,26;1;216;7;2025-04;Neutro
39425415;1000;04 0213000050304103;09/04/2025;0,73;1;7,92;3;2025-04;Detrator
40249766;4300;04 02380000404301;21/02/2025;20,96;1;165,91;2;2025-02;Detrator
39997968;1000;04 0107000098869103;21/04/2025;30,51;1;329,89;4;2025-04;Detrator
39670363;1000;04 0179000000422104;10/04/2025;1,85;1;19,99;6;2025-04;Detrator
39914749;2001;04 00140059935491;23/01/2025;14,98;2;48,58;7;2025-01;Neutro
40083571;1000;04 0103000032952103;17/02/2025;13,82;1;55,99;5;2025-02;Detrator
39945232;3000;04 00480002343671;05/02/2025;2,12;1;22,9;9;2025-02;Promotor
39478038;4300;04 02040001408101;24/02/2025;4,77;1;51,58;10;2025-02;Promotor
39458677;1000;04 0002000238300103;12/01/2025;6,4;1;24,99;10;2025-01;Promotor
40591600;4600;04 02040001531691;18/04/2025;8,51;1;91,99;9;2025-04;Promotor
39472640;3000;04 01140003761121;12/03/2025;7,65;1;82,7;10;2025-03;Promotor
39679385;1000;04 0280000031428102;20/01/2025;7,4;1;29,99;5;2025-01;Detrator
39925248;4300;04 01620000767261;20/03/2025;24,24;1;140,8;2;2025-03;Detrator
39224669;3000;04 00960006301411;06/04/2025;6,27;1;22,49;5;2025-04;Detrator
39433361;4100;04 01040002723301;06/03/2025;1,29;4;13,94;5;2025-03;Detrator
40313583;3000;04 02260000889411;10/04/2025;32,29;1;140,39;2;2025-04;Detrator
40406362;1000;04 0192000003353A;19/04/2025;0;1;0,01;8;2025-04;Neutro
39735245;3000;04 01240000869301;11/04/2025;4,73;1;51,21;2;2025-04;Detrator
39103862;1000;04 0248000014403103;05/02/2025;0,66;2;6,98;1;2025-02;Detrator
39881584;1000;04 0221000008272A;07/02/2025;0;1;0,01;3;2025-02;Detrator
39621324;1000;04 0210000034407103;02/02/2025;1,8;6;19,5;1;2025-02;Detrator
40369853;1000;04 0042000155176103;24/01/2025;4,35;1;16,99;8;2025-01;Neutro
39166682;1000;04 0008000194393102;02/04/2025;0,74;1;7,99;4;2025-04;Detrator
39627960;1000;04 0153000044702103;16/04/2025;0,86;1;9,33;1;2025-04;Detrator
40267056;1000;04 0030000456667104;21/04/2025;0,63;3;6,83;4;2025-04;Detrator
39637362;4300;04 01730002629681;21/04/2025;0,84;2;9,02;1;2025-04;Detrator
40120467;3000;04 01090003167561;11/02/2025;16,37;1;176,98;10;2025-02;Promotor
40414884;1000;04 0192000026660101;10/02/2025;2,19;10;23,73;6;2025-02;Detrator
40167614;1000;04 0286000006591101;19/01/2025;0,73;1;2,69;3;2025-01;Detrator
39604017;4600;04 01120001622391;17/02/2025;0,29;1;3,18;5;2025-02;Detrator
39500566;1000;04 0140000137020101;01/04/2025;1,75;1;18,99;6;2025-04;Detrator
39814201;1000;04 0175000055892102;13/01/2025;6,94;1;74,99;5;2025-01;Detrator
39536031;3000;04 00630004035771;26/02/2025;45,56;1;492,47;5;2025-02;Detrator
39453311;4300;04 00830002189861;12/01/2025;14,47;1;65,89;8;2025-01;Neutro
40406362;1000;04 0192000039053103;07/02/2025;24,68;1;99,99;2;2025-02;Detrator
37366333;2000;04 00140059802071;18/01/2025;6,74;1;33,42;5;2025-01;Detrator
39670363;1000;04 0179000041146101;14/03/2025;3,36;1;13,12;6;2025-03;Detrator
32598956;4300;04 00650003965741;21/04/2025;10,83;2;56,25;4;2025-04;Detrator
40242060;1000;04 0105000501304102;08/02/2025;2,13;1;22,99;5;2025-02;Detrator
40608564;1000;04 0200000088241106;17/04/2025;5,48;1;19,99;5;2025-04;Detrator
40154450;1000;04 0011000174758106;11/01/2025;10,23;1;39,99;8;2025-01;Neutro
39762608;1000;04 0109000115022102;27/01/2025;21,6;1;119,99;6;2025-01;Detrator
39688550;4300;04 01470000253991;04/03/2025;2,12;5;15,95;3;2025-03;Detrator
39247456;1000;04 0068000450666104;09/03/2025;8,95;1;34,99;10;2025-03;Promotor
40578480;1000;04 0200000043880104;09/04/2025;8,76;1;31,99;9;2025-04;Promotor
39934173;1000;04 0224000061866101;02/04/2025;0,18;1;1,99;4;2025-04;Detrator
40590021;3000;04 00050000994721;21/03/2025;6,19;1;24,22;1;2025-03;Detrator
40454921;1000;04 0089000032446103;03/04/2025;30,35;1;122,99;8;2025-04;Neutro
40600791;4300;04 01950000733731;14/03/2025;2,43;1;9,36;1;2025-03;Detrator
39433764;1000;04 0173000063258105;26/04/2025;1,85;1;19,99;2;2025-04;Detrator
39824360;1000;04 0155000072123103;07/04/2025;55,26;1;216;10;2025-04;Promotor
51009443;1000;04 0030000456052104;19/04/2025;21,64;1;233,99;2;2025-04;Detrator
40552482;1000;04 0065000550028103;25/04/2025;2,31;1;24,99;7;2025-04;Neutro
39670363;1000;04 0179000034697101;02/01/2025;2,56;1;9,99;6;2025-01;Detrator
39449867;1000;04 0067000395473101;16/03/2025;4,1;1;15,99;10;2025-03;Promotor
41000515;4300;04 01800001593111;31/03/2025;26,37;1;100,39;7;2025-03;Neutro
40447036;1000;04 0160000081567103;21/04/2025;5,12;2;19,98;1;2025-04;Detrator
39743269;1000;04 0210000069839106;11/02/2025;1,72;1;6,3;7;2025-02;Neutro
40424004;3000;04 01050002009111;12/02/2025;13,19;1;142,69;3;2025-02;Detrator
39690076;3000;04 02100001596011;04/01/2025;13,68;1;147,9;4;2025-01;Detrator
40451773;1000;04 0250000101441102;15/04/2025;10,54;1;36,99;3;2025-04;Detrator
40229031;1000;04 0277000018263101;30/04/2025;5,11;1;18,99;9;2025-04;Promotor
39657012;4300;04 00120002233781;07/03/2025;19,17;1;85,89;8;2025-03;Neutro
40558330;3000;04 01140003742111;06/03/2025;3,81;1;14,39;3;2025-03;Detrator
39688550;1000;04 0147000027417105;18/03/2025;1,71;3;18,48;2;2025-03;Detrator
39551055;4100;04 01270000662871;15/04/2025;20,89;1;156,19;10;2025-04;Promotor
32059745;1000;04 0132000030592101;01/04/2025;10,22;1;41,4;8;2025-04;Neutro
39590844;4100;04 01610000443531;13/04/2025;19,33;1;73,1;10;2025-04;Promotor
61014349;1000;04 0147000009909103;22/03/2025;13,68;1;147,84;6;2025-03;Detrator
40451526;1000;04 0293000011829101;22/02/2025;2,57;1;14,29;7;2025-02;Neutro
40426611;3000;04 00950001436351;13/02/2025;21,96;1;237,4;2;2025-02;Detrator
39453099;1000;04 0208000127445101;21/02/2025;3,68;1;14,38;2;2025-02;Detrator
39224669;3000;04 00960005964481;14/01/2025;1,7;2;6,1;4;2025-01;Detrator
39518105;3000;04 01460002828531;23/02/2025;5,49;1;59,3;7;2025-02;Neutro
32598956;1000;04 0065000374452104;09/03/2025;0,32;1;3,39;9;2025-03;Promotor
39257672;3000;04 01140003815051;01/04/2025;19,07;1;62,91;4;2025-04;Detrator
40126597;4300;04 00110005078831;14/02/2025;50,55;1;244,53;9;2025-02;Promotor
39254421;1000;04 0125000230749103;02/03/2025;0,65;1;6,99;8;2025-03;Neutro
40314001;1000;04 0026000324110103;05/03/2025;0;1;11,99;10;2025-03;Promotor
40333934;3000;04 02350002001671;18/04/2025;10,16;1;109,9;1;2025-04;Detrator
40422373;4100;04 00340001358581;11/02/2025;14,66;4;57,28;5;2025-02;Detrator
40423735;1000;04 0281000003702102;14/04/2025;16,38;1;66,36;3;2025-04;Detrator
39655845;1000;04 0031000317589106;03/02/2025;1,57;1;16,99;2;2025-02;Detrator
39683885;4100;04 01100002081421;03/02/2025;14,54;1;133,61;1;2025-02;Detrator
39534992;1000;04 0238000003613104;15/02/2025;1,11;1;11,99;4;2025-02;Detrator
40434230;4500;04 01770001679541;27/02/2025;4,85;1;18,99;3;2025-02;Detrator
39433361;4100;04 01040002723301;06/03/2025;1,29;4;13,94;2;2025-03;Detrator
40114071;3000;04 01040002665561;12/02/2025;7,81;1;84,51;9;2025-02;Promotor
40139545;3000;04 02210000590651;15/01/2025;-20,16;-1;-217,93;3;2025-01;Detrator
40334141;1000;04 0161000037578101;16/02/2025;8,2;3;29,97;1;2025-02;Detrator
39819563;3000;04 00610004516651;02/04/2025;8;1;86,39;1;2025-04;Detrator
39163638;1000;04 0140000124827101;08/01/2025;9,35;1;100,99;10;2025-01;Promotor
38637337;1000;04 0124000180850104;05/02/2025;3,58;1;13,99;9;2025-02;Promotor
40334780;1000;04 0096000112342101;13/02/2025;23,39;1;83,99;1;2025-02;Detrator
39734977;3000;04 02480000118841;19/02/2025;20,3;1;219,44;1;2025-02;Detrator
39187529;3000;04 01200000961291;09/04/2025;1,48;1;5,99;4;2025-04;Detrator
40406362;1000;04 0192000043083103;09/04/2025;5,9;3;23,98;2;2025-04;Detrator
39257672;3000;04 01140003727601;28/02/2025;19,07;1;62,91;9;2025-02;Promotor
39669872;1000;04 0147000030049105;17/04/2025;0,22;1;2,35;8;2025-04;Neutro
36430872;3000;04 00180003758721;10/04/2025;15,9;1;171,89;10;2025-04;Promotor
39433361;4100;04 01040002854201;29/04/2025;81,55;3;479,7;8;2025-04;Neutro
40423235;2000;04 00140060716391;17/02/2025;26,96;1;64,49;9;2025-02;Promotor
40107527;1000;04 0218000025970101;11/02/2025;1,11;3;11,97;10;2025-02;Promotor
39662180;1000;04 0141000105293104;12/04/2025;17,27;1;69,99;2;2025-04;Detrator
38826814;4401;04 02350002011601;23/04/2025;25,59;1;134,91;10;2025-04;Promotor
39556367;3000;04 01070002848281;26/02/2025;0,87;1;9,4;1;2025-02;Detrator
39948510;4100;04 01950000691741;24/01/2025;2,8;1;11,69;4;2025-01;Detrator
40138330;1000;04 0147000020635105;10/01/2025;13,74;1;148,5;4;2025-01;Detrator
40004851;1000;04 0226000045615106;07/01/2025;46,34;1;139,49;5;2025-01;Detrator
37701180;2000;04 00140062270231;14/04/2025;7,75;1;193,77;2;2025-04;Detrator
40444251;4300;04 00960006360361;21/04/2025;93,83;1;277,79;7;2025-04;Neutro
37519556;4300;04 02000001807921;29/04/2025;3;1;32,39;3;2025-04;Detrator
39185885;4300;04 00680001649681;08/04/2025;12,44;1;134,48;4;2025-04;Detrator
39919351;3000;04 02100001751121;26/02/2025;1,12;4;12,2;5;2025-02;Detrator
44004866;4401;04 02770000317461;11/02/2025;14,87;1;110,61;6;2025-02;Detrator
40385022;1000;04 0136000033614104;29/04/2025;8,64;1;34,99;6;2025-04;Detrator
39854431;3000;04 00430002332051;07/01/2025;13,82;1;51,29;3;2025-01;Detrator
39444565;3000;04 01720001399351;27/01/2025;48,33;1;188,91;7;2025-01;Neutro
40447036;4100;04 01540003629851;21/02/2025;58,36;1;630,89;4;2025-02;Detrator
39709492;1000;04 0132000011760103;08/02/2025;1,57;1;6,35;4;2025-02;Detrator
39754542;3000;04 01020003303101;25/03/2025;7,02;2;75,98;10;2025-03;Promotor
40109579;3000;04 01530000966961;08/04/2025;13,86;1;149,89;3;2025-04;Detrator
40107527;3000;04 02180000441211;26/04/2025;1,55;6;16,68;8;2025-04;Neutro
38040297;2003;04 00140062634991;28/04/2025;5,99;1;29,74;4;2025-04;Detrator
39322190;3000;04 00910000428841;09/03/2025;16,6;1;179,46;8;2025-03;Neutro
39960759;1000;04 0155000032094102;18/01/2025;1,61;1;6,3;6;2025-01;Detrator
40356997;3000;04 01530000883571;19/01/2025;0,27;1;2,87;2;2025-01;Detrator
38740693;3000;04 00730003193771;17/03/2025;3,78;1;15,3;3;2025-03;Detrator
40173402;3000;04 02520000595221;21/01/2025;8,39;1;31,18;7;2025-01;Neutro
39641924;4300;04 01520000686461;07/01/2025;6,44;3;23;5;2025-01;Detrator
40351580;1000;04 0146000131032101;18/01/2025;6,58;1;23,99;5;2025-01;Detrator
39808430;1000;04 0257000038690101;21/03/2025;6;1;29,99;1;2025-03;Detrator
40361102;3000;04 01980000376181;25/03/2025;26,68;1;100,71;2;2025-03;Detrator
37519556;4300;04 00620002614071;06/01/2025;14,13;1;78,81;1;2025-01;Detrator
39763704;4100;04 00380003351661;18/03/2025;6,07;3;33,72;4;2025-03;Detrator
39918738;1000;04 0226000025817105;02/01/2025;5,72;1;25,99;4;2025-01;Detrator
39695000;1000;04 0272000014313103;28/02/2025;15,46;1;51,99;4;2025-02;Detrator
40617716;1000;04 0224000063364101;23/04/2025;3,88;1;41,99;2;2025-04;Detrator
39621927;3000;04 00710001158831;16/01/2025;8;1;86,44;7;2025-01;Neutro
39871859;1000;04 0011000107859A;06/01/2025;5,43;1;59,9;4;2025-01;Detrator
39247456;1000;04 0068000439085104;05/01/2025;3,81;4;14,97;9;2025-01;Promotor
40630470;1000;04 0229000029074103;25/03/2025;7,1;1;28,8;6;2025-03;Detrator
39548216;3000;04 01200000941271;14/03/2025;2,11;1;8,54;6;2025-03;Detrator
39885006;1000;04 0212000010935103;11/03/2025;21,49;1;83,99;10;2025-03;Promotor
40434230;4500;04 01770001776911;25/04/2025;27,38;1;106,99;8;2025-04;Neutro
40378435;1000;04 0095000080383103;21/02/2025;4,62;1;49,99;10;2025-02;Promotor
39732418;1000;04 0186000189869103;09/02/2025;0;1;11,99;6;2025-02;Detrator
40036845;1000;04 0035000461309102;21/02/2025;4,07;1;43,99;8;2025-02;Neutro
40267056;1000;04 0030000435805104;13/01/2025;10,22;1;39,99;1;2025-01;Detrator
40134013;4600;04 01240000873961;18/04/2025;0,29;1;3,19;3;2025-04;Detrator
32575499;1000;04 0183000054656104;10/02/2025;0,69;1;7,49;6;2025-02;Detrator
40385022;1000;04 0136000027647104;25/02/2025;3,6;2;14,58;8;2025-02;Neutro
36418136;4600;04 02920000860941;11/04/2025;1,5;3;16,2;1;2025-04;Detrator
39808359;2000;04 00140062261831;14/04/2025;56,54;2;221;5;2025-04;Detrator
39397708;4600;04 02700000058031;12/02/2025;5,56;1;60,13;1;2025-02;Detrator
40413973;1000;04 0213000042087102;09/02/2025;5,25;1;17,99;4;2025-02;Detrator
40631572;1000;04 0108000124560102;03/04/2025;8,22;1;29,99;6;2025-04;Detrator
39377368;4401;04 00180003782081;20/04/2025;29,13;1;314,9;2;2025-04;Detrator
39984766;3000;04 02110000482551;28/01/2025;14,34;1;154,99;1;2025-01;Detrator
40590021;3000;04 00050000994721;21/03/2025;4,11;1;16,04;4;2025-03;Detrator
39902632;1000;04 0007000377032102;22/03/2025;1,79;1;6,99;6;2025-03;Detrator
39375964;4300;04 00310002508411;04/02/2025;16,59;1;88,79;1;2025-02;Detrator
39747635;4100;04 01370001800481;21/03/2025;18,86;1;203,89;7;2025-03;Neutro
39276046;1000;04 0062000087255107;23/03/2025;2,24;7;23,73;5;2025-03;Detrator
38740693;1000;04 0073000167159103;24/01/2025;7,97;6;32,4;5;2025-01;Detrator
39428740;4300;04 02700000067111;05/04/2025;21,02;1;105,89;7;2025-04;Neutro
39702100;2001;04 00140061639691;20/03/2025;43,32;1;167,39;9;2025-03;Promotor
40431569;1000;04 0237000049838101;20/02/2025;11,5;1;44,99;3;2025-02;Detrator
39587691;1000;04 0253000022317104;03/03/2025;30,7;1;119,99;6;2025-03;Detrator
40279591;1000;04 0147000029321105;09/04/2025;2,22;1;23,99;8;2025-04;Neutro
39187529;1000;04 0120000102881104;19/01/2025;1,85;1;19,99;8;2025-01;Neutro
40120467;3000;04 01090003167561;11/02/2025;30,47;1;169,28;1;2025-02;Detrator
39408260;1000;04 0248000014488103;07/02/2025;4,93;1;19,29;10;2025-02;Promotor
44004867;1000;04 0198000037063104;29/04/2025;1,05;1;3,99;10;2025-04;Promotor
40107426;3000;04 00320001649931;26/02/2025;0,5;2;5,45;4;2025-02;Detrator
40392007;1000;04 0243000051998101;14/03/2025;0,92;1;9,99;8;2025-03;Neutro
39814201;1000;04 0175000055892102;13/01/2025;17,91;1;69,99;8;2025-01;Neutro
40451217;1000;04 0211000026367101;09/03/2025;2,19;9;23,73;8;2025-03;Neutro
39995682;1000;04 0180000088410101;08/03/2025;2,47;1;8,99;10;2025-03;Promotor
40026909;1000;04 0011000287388105;28/03/2025;17,4;3;67,98;5;2025-03;Detrator
40423735;1000;04 0281000004768102;29/04/2025;4,44;3;17,98;10;2025-04;Promotor
40425138;1000;04 0080000093678101;22/03/2025;2,03;1;8,28;9;2025-03;Promotor
39187529;1000;04 0120000106231104;28/02/2025;0,57;1;6,19;6;2025-02;Detrator
39348684;4300;04 02030000481711;08/02/2025;15,08;1;15,8;8;2025-02;Neutro
39247456;1000;04 0243000056948101;29/04/2025;4,6;1;17,99;2;2025-04;Detrator
40258734;2000;04 00140062613331;28/04/2025;15,84;1;53,32;7;2025-04;Neutro
40636418;4300;04 02520000682311;27/03/2025;13,16;1;24,64;7;2025-03;Neutro
40484583;3000;04 01460002653661;09/01/2025;8,68;1;93,89;3;2025-01;Detrator
39329590;1000;04 0270000016167101;01/04/2025;0,91;2;3,59;3;2025-04;Detrator
38126208;4300;04 02770000384361;28/03/2025;11,32;1;67,57;1;2025-03;Detrator
39370527;1000;04 0129000085963103;08/01/2025;2,42;1;8,29;6;2025-01;Detrator
40602487;1000;04 0156000077460103;14/03/2025;5,63;1;21,99;5;2025-03;Detrator
39919351;3000;04 02100001723711;17/02/2025;1,56;1;16,79;2;2025-02;Detrator
39425415;3000;04 02130001059801;16/01/2025;10,16;1;109,79;7;2025-01;Neutro
