COD_CLIENTE,DATA_CADASTRO,DATA_NASCIMENTO,CELULAR_VALIDO,E_MAIL_VALIDO,OPT_OUT,Idade,Faixa_Idade
40298322,2024-12-30,1935-02-25,Não,Não,Sim,90,>=51
39497298,2024-04-28,1993-11-14,Não,Sim,Não,31,31 a 40
39429166,2024-04-06,1988-06-19,Não,Sim,Não,37,31 a 40
40188427,2024-11-28,1993-12-24,Não,Sim,Não,31,31 a 40
40624775,2025-03-23,2006-08-14,Não,Sim,Não,18,<=20
38111210,2024-02-21,1996-06-20,Não,Sim,Não,29,21 a 30
38847393,2024-03-22,1998-04-05,Não,Sim,Não,27,21 a 30
39766369,2024-07-19,1980-12-02,Não,Sim,Não,44,41 a 50
40616613,2025-03-20,1998-06-07,Não,Sim,Não,27,21 a 30
39354600,2024-03-13,1943-02-11,Não,Sim,Sim,82,>=51
39724927,2024-07-07,1989-12-10,Não,Sim,Não,35,31 a 40
36161527,2025-04-03,1977-09-29,Não,Sim,Não,47,41 a 50
39894778,2024-08-28,1988-03-16,Não,Sim,Não,37,31 a 40
39691435,2024-06-27,1988-08-22,Não,Sim,Não,36,31 a 40
39558606,2024-05-21,1986-06-07,Não,Sim,Não,39,31 a 40
38318091,2024-04-03,1975-02-18,Não,Sim,Sim,50,41 a 50
40129999,2024-11-13,1978-10-23,Não,Sim,Não,46,41 a 50
37328899,2024-01-22,1985-06-26,Não,Sim,Sim,40,31 a 40
40345607,2025-01-16,2004-12-17,Não,Sim,Não,20,<=20
38944831,2024-02-01,1963-05-12,Não,Sim,Sim,62,>=51
37838817,2024-10-22,1995-07-17,Não,Sim,Não,29,21 a 30
61013162,2025-02-24,1988-07-02,Não,Sim,Não,36,31 a 40
40639983,2025-05-04,1969-09-30,Não,Sim,Não,55,>=51
40631572,2025-04-03,1985-03-30,Não,Sim,Não,40,31 a 40
40383105,2025-01-29,1980-05-02,Não,Sim,Não,45,41 a 50
40177339,2024-11-26,2005-08-25,Não,Sim,Não,19,<=20
40634395,2025-03-26,1993-03-17,Não,Sim,Não,32,31 a 40
39253982,2024-02-11,1984-03-28,Não,Sim,Sim,41,41 a 50
40189341,2024-11-29,1991-05-09,Não,Sim,Não,34,31 a 40
40172677,2024-11-24,2002-12-31,Não,Sim,Não,22,21 a 30
40292197,2025-01-14,1999-08-03,Não,Sim,Não,25,21 a 30
39670134,2024-06-26,1999-01-19,Não,Sim,Sim,26,21 a 30
37489892,2025-04-20,1998-01-14,Não,Sim,Não,27,21 a 30
39502455,2024-05-07,1996-02-13,Não,Sim,Não,29,21 a 30
38729323,2024-11-29,1991-08-13,Não,Sim,Não,33,31 a 40
38697861,2024-04-01,1991-11-18,Não,Sim,Não,33,31 a 40
40319069,2025-01-07,1956-09-17,Não,Sim,Não,68,>=51
39958384,2024-09-17,2000-01-02,Não,Sim,Não,25,21 a 30
61014349,2025-02-25,1980-04-21,Não,Sim,Não,45,41 a 50
40687133,2025-05-21,1994-06-21,Não,Sim,Não,31,31 a 40
39779269,2024-07-23,1990-03-27,Não,Sim,Não,35,31 a 40
38569567,2024-09-08,1976-03-07,Não,Sim,Não,49,41 a 50
38543860,2024-03-29,1973-12-13,Não,Sim,Não,51,>=51
39294233,2024-02-24,1994-04-06,Não,Sim,Sim,31,31 a 40
39158385,2024-01-14,1987-03-16,Não,Sim,Sim,38,31 a 40
39361363,2024-03-15,1981-07-29,Não,Sim,Sim,43,41 a 50
39390573,2024-06-28,2003-09-12,Não,Sim,Não,21,21 a 30
40400582,2025-02-04,2001-07-27,Não,Sim,Não,23,21 a 30
40426094,2025-02-13,1994-04-12,Não,Sim,Não,31,31 a 40
40259206,2024-12-18,1989-05-16,Não,Sim,Sim,36,31 a 40
39512466,2024-05-03,1985-06-28,Não,Sim,Não,40,31 a 40
39134608,2024-01-08,1984-07-28,Não,Sim,Não,40,31 a 40
39808585,2024-08-07,2001-05-17,Não,Sim,Não,24,21 a 30
39537627,2024-06-09,1983-07-15,Não,Sim,Sim,41,41 a 50
38629259,2024-06-28,2003-05-13,Não,Sim,Não,22,21 a 30
39295251,2024-02-24,1987-05-21,Não,Sim,Não,38,31 a 40
40334141,2025-01-14,1988-07-20,Não,Sim,Não,36,31 a 40
40440533,2025-02-18,1992-04-22,Não,Sim,Não,33,31 a 40
39409423,2024-11-13,1989-09-29,Não,Sim,Não,35,31 a 40
40277356,2024-12-23,1974-11-19,Não,Sim,Não,50,41 a 50
37197100,2024-12-15,2001-04-16,Não,Sim,Não,24,21 a 30
40008294,2024-10-05,1988-01-25,Não,Sim,Sim,37,31 a 40
39577714,2024-06-04,1997-04-08,Não,Sim,Não,28,21 a 30
39114015,2024-01-02,1985-05-14,Não,Sim,Não,40,31 a 40
38832619,2025-05-21,1990-06-07,Não,Sim,Não,35,31 a 40
40378084,2025-01-27,1979-09-22,Não,Sim,Não,45,41 a 50
40348220,2025-01-17,2004-07-09,Não,Sim,Não,20,<=20
39138363,2024-01-18,1989-07-22,Não,Sim,Não,35,31 a 40
39714178,2024-07-22,1995-02-14,Não,Sim,Não,30,21 a 30
39239939,2024-02-07,1993-04-02,Não,Sim,Não,32,31 a 40
40199840,2025-01-17,2005-04-19,Não,Sim,Não,20,<=20
40315975,2025-01-06,1992-08-01,Não,Sim,Sim,32,31 a 40
39615979,2024-06-07,1980-01-14,Não,Sim,Não,45,41 a 50
40176094,2024-11-26,1977-05-30,Não,Sim,Não,48,41 a 50
44004866,2024-07-13,1997-02-13,Não,Sim,Não,28,21 a 30
39495301,2024-04-28,1989-04-22,Não,Sim,Sim,36,31 a 40
39703224,2025-02-11,1968-07-08,Não,Sim,Não,56,>=51
40040776,2024-10-16,1981-02-16,Não,Sim,Sim,44,41 a 50
39558548,2024-05-18,1995-02-08,Não,Sim,Sim,30,21 a 30
39972534,2024-09-22,2002-07-25,Não,Sim,Não,22,21 a 30
40150681,2025-01-11,1975-09-07,Não,Sim,Não,49,41 a 50
39514836,2024-05-04,1970-05-13,Não,Sim,Não,55,>=51
38301565,2024-05-18,2000-02-09,Não,Sim,Não,25,21 a 30
40092998,2024-12-11,1984-09-16,Não,Sim,Não,40,31 a 40
40086540,2024-11-01,1992-04-08,Não,Sim,Sim,33,31 a 40
61019112,2025-02-27,1973-01-17,Não,Sim,Não,52,>=51
39792272,2025-03-05,2000-03-03,Não,Sim,Não,25,21 a 30
40061992,2024-10-23,1991-06-21,Não,Sim,Não,34,31 a 40
40219133,2024-12-06,1977-09-18,Não,Sim,Não,47,41 a 50
38944475,2024-05-12,1996-11-15,Não,Sim,Não,28,21 a 30
39264400,2024-02-15,2001-05-23,Não,Sim,Não,24,21 a 30
39615257,2024-06-21,1998-07-07,Não,Sim,Não,26,21 a 30
39220918,2024-11-11,1990-07-12,Não,Sim,Não,34,31 a 40
40442946,2025-02-19,1986-08-12,Não,Sim,Não,38,31 a 40
39703749,2024-07-31,2007-01-03,Não,Sim,Não,18,<=20
39487340,2024-04-25,2005-09-09,Não,Sim,Não,19,<=20
39725371,2024-07-27,1976-02-09,Não,Sim,Não,49,41 a 50
61022010,2025-02-28,1961-06-06,Não,Sim,Não,64,>=51
38035140,2024-08-10,1991-11-02,Não,Sim,Não,33,31 a 40
39412030,2024-03-31,1984-10-07,Não,Sim,Não,40,31 a 40
32596719,2024-07-14,1993-11-06,Não,Sim,Não,31,31 a 40
39984766,2024-09-27,1986-12-30,Não,Sim,Não,38,31 a 40
36202031,2025-04-05,1995-04-15,Não,Sim,Não,30,21 a 30
39708427,2024-07-03,2003-09-17,Não,Sim,Não,21,21 a 30
39145354,2024-01-11,1988-03-15,Não,Sim,Não,37,31 a 40
39682834,2024-06-24,1962-09-24,Não,Sim,Sim,62,>=51
39139148,2024-01-09,1988-12-14,Não,Sim,Não,36,31 a 40
39962893,2024-09-19,1990-11-22,Não,Sim,Não,34,31 a 40
39511533,2024-09-03,1999-08-13,Não,Sim,Não,25,21 a 30
39178598,2024-01-22,1984-05-26,Não,Sim,Não,41,41 a 50
40380786,2025-01-28,1983-12-15,Não,Sim,Não,41,41 a 50
36542319,2025-04-14,1955-04-08,Não,Sim,Não,70,>=51
40153313,2024-11-19,1992-09-09,Não,Sim,Não,32,31 a 40
40088831,2024-11-01,1991-12-13,Não,Sim,Não,33,31 a 40
39552722,2024-05-17,1992-12-24,Não,Sim,Sim,32,31 a 40
39565937,2024-12-24,1997-08-21,Não,Sim,Não,27,21 a 30
39564969,2024-05-19,1996-09-10,Não,Sim,Não,28,21 a 30
40329071,2025-01-10,1979-04-15,Não,Sim,Não,46,41 a 50
35154347,2025-05-03,1954-04-25,Não,Sim,Não,71,>=51
39388979,2024-03-25,1982-11-08,Não,Sim,Sim,42,41 a 50
39699716,2024-06-30,1974-04-18,Não,Sim,Não,51,>=51
40692961,2025-05-23,1968-02-03,Não,Sim,Não,57,>=51
38827309,2024-02-29,2001-05-31,Não,Sim,Não,24,21 a 30
38728618,2024-06-26,1971-12-12,Não,Sim,Não,53,>=51
39699736,2024-06-30,1997-04-13,Não,Sim,Sim,28,21 a 30
40247735,2024-12-14,2000-10-10,Não,Sim,Não,24,21 a 30
37914983,2024-02-03,1996-04-01,Não,Sim,Não,29,21 a 30
38619222,2024-04-28,2003-07-16,Não,Sim,Não,21,21 a 30
61003499,2025-02-07,1984-01-26,Não,Sim,Não,41,41 a 50
39637362,2024-07-03,1998-02-15,Não,Sim,Não,27,21 a 30
39634589,2024-06-09,2003-11-15,Não,Sim,Não,21,21 a 30
40022070,2024-10-10,2002-01-14,Não,Sim,Não,23,21 a 30
38306783,2024-05-02,1979-11-24,Não,Sim,Não,45,41 a 50
40153733,2024-11-19,1964-07-25,Não,Sim,Não,60,>=51
39755872,2024-07-16,1985-09-19,Não,Sim,Não,39,31 a 40
40083571,2024-10-31,1986-11-25,Não,Sim,Não,38,31 a 40
39372937,2024-03-19,1972-10-27,Não,Sim,Não,52,>=51
36459252,2025-04-11,1995-10-12,Não,Sim,Não,29,21 a 30
39457570,2024-04-15,1996-04-30,Não,Sim,Não,29,21 a 30
39158649,2024-02-03,1983-05-05,Não,Sim,Não,42,41 a 50
39545899,2024-05-14,1991-01-21,Não,Sim,Não,34,31 a 40
39153825,2024-01-13,1975-07-09,Não,Sim,Não,49,41 a 50
40579176,2025-03-10,2001-08-14,Não,Sim,Não,23,21 a 30
39662890,2024-06-18,1968-09-12,Não,Sim,Não,56,>=51
39200322,2024-01-26,1998-07-15,Não,Sim,Não,26,21 a 30
39281924,2024-02-20,1971-05-31,Não,Sim,Não,54,>=51
40575605,2025-03-09,1982-11-02,Não,Sim,Não,42,41 a 50
39819222,2024-08-05,1997-06-21,Não,Sim,Não,28,21 a 30
39149142,2024-05-10,1981-01-18,Não,Sim,Não,44,41 a 50
39301532,2024-02-25,1979-05-28,Não,Sim,Não,46,41 a 50
39155690,2024-01-15,1987-11-19,Não,Sim,Não,37,31 a 40
40468601,2025-03-01,1995-10-17,Não,Sim,Não,29,21 a 30
39751883,2024-07-29,2001-05-01,Não,Sim,Não,24,21 a 30
39428435,2024-04-06,1988-11-13,Não,Sim,Sim,36,31 a 40
36241020,2025-04-06,1985-10-23,Não,Sim,Não,39,31 a 40
39415239,2024-04-05,1987-02-16,Não,Sim,Não,38,31 a 40
39936761,2024-09-10,1989-05-20,Não,Sim,Não,36,31 a 40
59394340,2024-11-10,2004-05-05,Não,Sim,Não,21,21 a 30
40615946,2025-03-19,1992-10-25,Não,Sim,Não,32,31 a 40
39326047,2024-03-04,1975-07-28,Não,Sim,Não,49,41 a 50
40137332,2025-04-26,2005-04-10,Não,Sim,Não,20,<=20
39863787,2024-08-18,1996-06-11,Não,Sim,Sim,29,21 a 30
39960402,2024-09-18,1970-07-30,Não,Sim,Não,54,>=51
39593370,2024-05-28,1977-09-19,Não,Sim,Sim,47,41 a 50
39353604,2024-04-21,1997-09-06,Não,Sim,Não,27,21 a 30
40001040,2024-10-03,1995-06-25,Não,Sim,Não,30,21 a 30
39841153,2024-08-12,1968-05-30,Sim,Sim,Não,57,>=51
40675624,2025-05-17,1959-10-15,Não,Sim,Não,65,>=51
39213473,2024-01-30,1979-04-02,Não,Sim,Não,46,41 a 50
36091446,2025-04-01,1985-07-24,Não,Sim,Não,39,31 a 40
39458677,2024-04-20,1993-04-19,Não,Sim,Não,32,31 a 40
39977021,2024-09-24,1979-07-04,Não,Sim,Não,45,41 a 50
39497971,2024-05-03,2001-10-20,Não,Sim,Não,23,21 a 30
39698096,2024-06-29,2000-07-01,Não,Sim,Não,24,21 a 30
37165642,2024-07-09,1985-09-24,Não,Sim,Não,39,31 a 40
40150147,2024-11-18,2000-05-01,Não,Sim,Não,25,21 a 30
39156583,2024-01-14,1984-03-20,Não,Sim,Não,41,41 a 50
39888411,2024-08-26,1971-11-25,Não,Sim,Não,53,>=51
39170519,2024-01-18,1951-02-28,Não,Sim,Não,74,>=51
61015680,2025-02-25,1977-01-13,Não,Sim,Não,48,41 a 50
39623222,2024-06-06,1996-12-25,Não,Sim,Não,28,21 a 30
39808492,2024-08-01,1994-10-01,Não,Sim,Sim,30,21 a 30
40148854,2024-11-18,1993-01-25,Não,Sim,Sim,32,31 a 40
39943861,2024-12-11,1995-01-26,Não,Sim,Não,30,21 a 30
39118394,2024-01-06,1993-10-02,Não,Sim,Não,31,31 a 40
36255951,2025-04-07,2001-01-02,Não,Sim,Não,24,21 a 30
39157341,2024-01-14,1995-07-13,Não,Sim,Não,29,21 a 30
39383670,2024-03-22,2004-03-30,Não,Sim,Não,21,21 a 30
40617631,2025-03-20,1974-07-16,Não,Sim,Não,50,41 a 50
39361322,2024-03-15,1972-05-08,Não,Sim,Não,53,>=51
40175323,2024-11-25,1996-05-18,Não,Sim,Não,29,21 a 30
40106379,2024-11-08,1991-05-15,Não,Sim,Não,34,31 a 40
40212310,2024-12-04,2002-11-20,Não,Sim,Não,22,21 a 30
38376599,2025-04-21,1991-03-07,Não,Sim,Não,34,31 a 40
37165751,2025-05-18,1969-08-11,Não,Sim,Não,55,>=51
39871893,2024-08-21,1987-09-20,Não,Sim,Não,37,31 a 40
39591478,2024-05-28,1993-07-18,Não,Sim,Sim,31,31 a 40
39564742,2024-05-19,1989-05-24,Não,Sim,Não,36,31 a 40
39621927,2024-06-06,1991-07-06,Não,Sim,Não,33,31 a 40
40151675,2024-11-19,1993-01-11,Não,Sim,Não,32,31 a 40
39763020,2024-07-18,1987-02-28,Não,Sim,Não,38,31 a 40
38605140,2025-02-23,1988-09-13,Não,Sim,Sim,36,31 a 40
36443371,2025-04-10,1999-01-11,Não,Sim,Não,26,21 a 30
39963143,2024-10-03,1981-05-12,Não,Sim,Não,44,41 a 50
39621324,2024-06-16,1981-11-18,Não,Sim,Não,43,41 a 50
38733900,2024-10-17,1995-03-03,Não,Sim,Não,30,21 a 30
40495039,2024-03-01,1987-03-06,Não,Sim,Não,38,31 a 40
39867166,2024-08-19,1997-04-04,Não,Sim,Sim,28,21 a 30
39304967,2024-02-27,1996-10-24,Não,Sim,Não,28,21 a 30
40252148,2024-12-16,1994-11-09,Não,Sim,Não,30,21 a 30
36566131,2025-04-15,1972-05-12,Não,Sim,Não,53,>=51
38827975,2024-08-28,1992-03-21,Não,Sim,Não,33,31 a 40
38082791,2025-01-11,1997-03-24,Não,Sim,Não,28,21 a 30
40070920,2024-10-27,1993-12-29,Não,Sim,Não,31,31 a 40
39425694,2024-04-05,1984-01-13,Não,Sim,Não,41,41 a 50
39528008,2024-05-09,2003-05-22,Não,Sim,Não,22,21 a 30
61017485,2025-02-26,2000-01-23,Não,Sim,Não,25,21 a 30
40134013,2025-04-18,1973-08-18,Não,Sim,Não,51,>=51
61017101,2025-02-26,1997-02-28,Não,Sim,Não,28,21 a 30
40516904,2025-03-05,1981-07-19,Não,Sim,Não,43,41 a 50
40656556,2025-05-10,1969-06-24,Não,Sim,Não,56,>=51
39855987,2024-08-16,1989-11-30,Não,Sim,Não,35,31 a 40
39581625,2024-05-25,2002-09-16,Não,Sim,Não,22,21 a 30
39567107,2024-05-20,1980-02-11,Não,Sim,Não,45,41 a 50
39938762,2024-09-11,1988-08-10,Não,Sim,Não,36,31 a 40
39851381,2024-08-16,2000-12-29,Não,Sim,Não,24,21 a 30
40681079,2025-05-19,1982-07-17,Não,Sim,Não,42,41 a 50
36584658,2025-04-16,1983-10-31,Não,Sim,Não,41,41 a 50
39980960,2024-09-25,1979-08-03,Não,Sim,Não,45,41 a 50
39754322,2024-07-16,1985-03-03,Não,Sim,Não,40,31 a 40
39605175,2024-05-31,1993-05-10,Não,Sim,Não,32,31 a 40
38600504,2024-04-29,1982-03-27,Não,Sim,Não,43,41 a 50
40084742,2025-01-06,1989-05-13,Não,Sim,Não,36,31 a 40
39257672,2024-02-14,2003-05-09,Não,Sim,Não,22,21 a 30
39064987,2024-04-10,2003-04-14,Não,Sim,Não,22,21 a 30
39307983,2024-02-29,1991-05-14,Não,Sim,Não,34,31 a 40
39438911,2024-04-09,1991-01-26,Não,Sim,Não,34,31 a 40
39129688,2024-01-06,1984-03-28,Não,Sim,Não,41,41 a 50
39354135,2024-03-29,1996-04-02,Não,Sim,Não,29,21 a 30
39747057,2024-07-13,2002-12-25,Não,Sim,Não,22,21 a 30
39883051,2024-08-24,1969-03-25,Não,Sim,Sim,56,>=51
39934136,2024-09-09,1998-03-05,Não,Sim,Não,27,21 a 30
40358377,2025-01-20,1976-10-12,Não,Sim,Não,48,41 a 50
39238356,2024-02-07,1983-05-15,Não,Sim,Sim,42,41 a 50
40410445,2025-02-08,1982-01-14,Não,Sim,Não,43,41 a 50
20513668,2024-11-19,1969-01-29,Não,Sim,Não,56,>=51
37654090,2024-08-24,1996-10-07,Não,Sim,Não,28,21 a 30
39994091,2024-09-30,2000-01-05,Não,Sim,Sim,25,21 a 30
39548216,2024-05-14,1991-12-02,Não,Sim,Não,33,31 a 40
39962234,2024-09-19,1989-09-10,Não,Sim,Não,35,31 a 40
40434662,2025-02-16,1969-06-26,Não,Sim,Não,56,>=51
40001878,2024-08-31,1964-09-27,Não,Sim,Não,60,>=51
40661159,2025-05-12,1987-09-22,Não,Sim,Sim,37,31 a 40
39181521,2024-01-25,1968-07-12,Não,Sim,Sim,56,>=51
37911375,2025-01-29,1998-07-11,Não,Sim,Não,26,21 a 30
39182610,2024-01-21,2003-08-29,Não,Sim,Não,21,21 a 30
39528579,2024-05-09,1980-03-27,Não,Sim,Sim,45,41 a 50
39751371,2024-07-15,1982-10-09,Não,Sim,Não,42,41 a 50
40474194,2025-03-01,1990-05-22,Não,Sim,Não,35,31 a 40
39854431,2024-08-16,1991-12-26,Não,Sim,Não,33,31 a 40
39392324,2024-03-31,1998-10-28,Não,Sim,Não,26,21 a 30
36259590,2025-04-07,1978-05-25,Não,Sim,Não,47,41 a 50
40095750,2024-11-03,1997-08-07,Não,Sim,Não,27,21 a 30
39183417,2024-01-21,1981-06-08,Não,Sim,Não,44,41 a 50
39148602,2024-01-12,2003-10-06,Não,Sim,Não,21,21 a 30
39936611,2024-09-10,1975-07-28,Não,Sim,Não,49,41 a 50
39345822,2024-03-17,1989-10-16,Não,Sim,Não,35,31 a 40
39624448,2024-06-19,1991-08-15,Não,Sim,Sim,33,31 a 40
39833149,2024-08-09,1971-06-12,Não,Sim,Não,54,>=51
39702400,2024-07-01,1984-11-26,Não,Sim,Não,40,31 a 40
39436826,2024-04-08,2003-06-02,Não,Sim,Não,22,21 a 30
10156393,2024-03-14,1991-04-14,Não,Sim,Sim,34,31 a 40
39124365,2024-01-09,1991-03-15,Não,Sim,Não,34,31 a 40
39865228,2024-08-27,1991-06-01,Não,Sim,Não,34,31 a 40
40674003,2025-05-16,2003-12-11,Não,Sim,Não,21,21 a 30
40162658,2024-11-29,1994-07-24,Não,Sim,Não,30,21 a 30
39530168,2024-05-09,1991-07-13,Não,Sim,Não,33,31 a 40
39566069,2024-05-20,1998-07-24,Não,Sim,Sim,26,21 a 30
39683359,2024-06-24,1993-02-20,Não,Sim,Não,32,31 a 40
40487628,2025-03-02,1997-02-14,Não,Sim,Não,28,21 a 30
40269047,2024-12-21,1992-03-14,Não,Sim,Não,33,31 a 40
39305045,2024-02-27,1979-05-24,Não,Sim,Não,46,41 a 50
61013332,2025-02-24,1996-08-27,Não,Sim,Não,28,21 a 30
36640617,2025-04-19,2000-05-12,Não,Sim,Não,25,21 a 30
39337986,2024-03-08,1983-11-13,Não,Sim,Não,41,41 a 50
39361657,2024-03-15,1994-07-29,Não,Sim,Não,30,21 a 30
40309434,2025-01-07,2000-06-18,Não,Sim,Não,25,21 a 30
39948510,2024-09-14,1999-05-14,Não,Sim,Não,26,21 a 30
39953463,2024-09-15,2000-05-18,Não,Sim,Não,25,21 a 30
39732010,2024-07-09,1986-04-24,Não,Sim,Não,39,31 a 40
36183948,2025-04-04,2002-08-07,Não,Sim,Não,22,21 a 30
39394882,2024-03-26,1958-11-01,Não,Sim,Não,66,>=51
40383444,2025-01-29,1960-10-25,Não,Sim,Sim,64,>=51
38230543,2024-01-10,2002-08-23,Não,Sim,Não,22,21 a 30
40219044,2024-12-06,2002-11-26,Não,Sim,Não,22,21 a 30
39687173,2024-07-21,1973-12-14,Não,Sim,Sim,51,>=51
39347375,2024-03-11,1999-08-02,Não,Sim,Não,25,21 a 30
38150743,2024-10-21,1984-12-31,Não,Sim,Não,40,31 a 40
39128926,2024-01-06,1989-03-11,Não,Sim,Não,36,31 a 40
37672411,2024-03-25,1962-07-16,Não,Sim,Não,62,>=51
39857821,2024-08-16,1998-05-11,Não,Sim,Não,27,21 a 30
39469988,2024-04-19,2000-06-14,Não,Sim,Sim,25,21 a 30
39884981,2024-08-25,2008-12-13,Não,Sim,Não,16,<=20
40654512,2025-05-10,2000-08-29,Não,Sim,Não,24,21 a 30
39261095,2024-02-14,1995-09-25,Não,Sim,Não,29,21 a 30
39915766,2024-09-04,1978-12-13,Não,Sim,Não,46,41 a 50
40112698,2024-11-11,1991-08-24,Não,Sim,Não,33,31 a 40
39289189,2024-12-16,1965-07-09,Não,Sim,Não,59,>=51
39299258,2024-05-13,1989-09-30,Não,Sim,Não,35,31 a 40
39613550,2024-06-03,1983-08-29,Não,Sim,Sim,41,41 a 50
39747250,2024-07-21,1969-07-03,Não,Sim,Não,55,>=51
61018594,2025-02-27,1994-08-27,Não,Sim,Não,30,21 a 30
39138416,2024-01-09,1995-10-30,Não,Sim,Não,29,21 a 30
39382579,2024-03-22,1995-12-07,Não,Sim,Não,29,21 a 30
39626294,2024-06-07,1998-02-02,Não,Sim,Não,27,21 a 30
40301633,2025-01-02,1989-03-11,Não,Sim,Não,36,31 a 40
39357907,2024-03-15,1989-05-18,Não,Sim,Sim,36,31 a 40
40683736,2025-05-20,1981-11-14,Não,Sim,Não,43,41 a 50
40564962,2025-03-07,1992-11-11,Não,Sim,Não,32,31 a 40
39550089,2024-05-15,1982-10-15,Não,Não,Sim,42,41 a 50
40422522,2025-02-14,1999-08-27,Não,Sim,Não,25,21 a 30
36704027,2025-04-24,1967-06-11,Não,Sim,Não,58,>=51
39981380,2024-09-25,1991-09-27,Não,Sim,Não,33,31 a 40
39638046,2024-06-10,1968-12-18,Não,Sim,Não,56,>=51
39503676,2024-04-30,2002-08-28,Não,Sim,Não,22,21 a 30
39442090,2024-04-10,1992-04-02,Não,Sim,Não,33,31 a 40
39502834,2024-04-30,2005-01-15,Não,Sim,Não,20,<=20
39523686,2024-05-07,2003-07-09,Não,Sim,Não,21,21 a 30
39204288,2024-09-07,2003-10-30,Não,Sim,Não,21,21 a 30
40328182,2025-01-10,2003-08-04,Não,Sim,Não,21,21 a 30
39296059,2024-02-24,1986-09-12,Não,Sim,Não,38,31 a 40
39303084,2024-03-01,1985-11-06,Não,Sim,Sim,39,31 a 40
40051481,2025-01-04,1999-09-28,Não,Sim,Não,25,21 a 30
39462638,2024-05-14,1979-09-30,Não,Sim,Não,45,41 a 50
40348704,2025-01-17,1965-05-10,Não,Sim,Não,60,>=51
39545177,2024-05-13,1991-10-07,Não,Sim,Não,33,31 a 40
39617528,2024-06-04,1971-03-15,Não,Sim,Não,54,>=51
39779033,2025-03-06,1996-09-10,Não,Sim,Não,28,21 a 30
39044016,2024-05-01,1982-05-30,Não,Sim,Não,43,41 a 50
38997198,2024-02-01,1986-12-22,Não,Sim,Não,38,31 a 40
39995963,2024-10-01,1962-03-28,Não,Sim,Não,63,>=51
40538593,2024-04-12,1992-03-18,Não,Sim,Não,33,31 a 40
39342172,2024-05-30,1998-01-01,Não,Sim,Não,27,21 a 30
39157577,2024-01-14,1983-12-13,Não,Sim,Não,41,41 a 50
40251659,2024-12-17,1999-11-19,Não,Sim,Não,25,21 a 30
40247160,2024-12-14,1987-01-17,Não,Sim,Não,38,31 a 40
38856145,2024-04-15,1990-04-26,Não,Sim,Não,35,31 a 40
39580385,2024-05-24,2000-07-22,Não,Sim,Sim,24,21 a 30
40630363,2025-03-25,1999-12-10,Não,Sim,Não,25,21 a 30
39389074,2024-03-24,1985-05-10,Não,Sim,Sim,40,31 a 40
39995535,2024-09-30,1994-11-08,Não,Sim,Não,30,21 a 30
39413989,2024-04-01,1983-05-03,Não,Sim,Sim,42,41 a 50
39641091,2024-08-20,1987-10-18,Não,Sim,Não,37,31 a 40
40238315,2024-12-14,2001-05-08,Não,Sim,Não,24,21 a 30
39886637,2024-08-25,2000-11-20,Não,Sim,Não,24,21 a 30
40625632,2025-03-23,1999-10-20,Não,Sim,Não,25,21 a 30
39330105,2024-03-08,1960-03-22,Não,Sim,Não,65,>=51
39894496,2024-11-30,2000-07-05,Não,Sim,Não,24,21 a 30
39485243,2024-04-24,2001-05-25,Não,Sim,Não,24,21 a 30
39317111,2024-03-02,1981-02-20,Não,Sim,Não,44,41 a 50
39238223,2024-02-07,1997-12-18,Não,Sim,Sim,27,21 a 30
39136660,2024-01-08,1983-08-16,Não,Sim,Não,41,41 a 50
39766210,2024-09-26,2004-04-10,Não,Sim,Não,21,21 a 30
39944087,2024-09-13,1977-09-07,Não,Sim,Não,47,41 a 50
40280195,2024-12-25,1986-06-22,Não,Sim,Não,39,31 a 40
39520164,2024-05-06,2003-04-14,Não,Sim,Não,22,21 a 30
40669597,2025-05-15,1984-02-20,Não,Sim,Não,41,41 a 50
39667755,2024-07-30,1993-09-20,Não,Sim,Sim,31,31 a 40
39475921,2024-04-21,1961-03-20,Não,Sim,Não,64,>=51
39253410,2024-02-11,1988-02-17,Não,Sim,Não,37,31 a 40
39729154,2024-07-08,2000-02-11,Não,Sim,Sim,25,21 a 30
40179522,2024-11-27,1978-05-12,Não,Sim,Não,47,41 a 50
39871244,2024-08-21,1996-04-05,Não,Sim,Não,29,21 a 30
40638545,2025-03-28,1966-11-27,Não,Sim,Não,58,>=51
39428483,2024-04-06,1995-10-04,Não,Sim,Não,29,21 a 30
40062316,2024-10-23,1998-03-17,Não,Sim,Não,27,21 a 30
39275396,2024-02-18,1998-03-06,Não,Sim,Não,27,21 a 30
39891483,2024-08-27,2001-11-30,Não,Sim,Não,23,21 a 30
39493255,2024-04-27,2000-06-04,Não,Sim,Não,25,21 a 30
39890038,2024-08-26,2007-04-10,Não,Sim,Não,18,<=20
39764988,2024-07-19,1995-02-07,Não,Sim,Não,30,21 a 30
40087547,2024-11-01,1991-09-25,Não,Sim,Não,33,31 a 40
39492874,2024-04-27,1957-09-30,Não,Sim,Não,67,>=51
40259280,2024-12-18,2005-10-31,Não,Sim,Não,19,<=20
40016213,2024-10-09,1996-05-28,Não,Sim,Não,29,21 a 30
40263457,2024-12-20,1982-12-02,Não,Sim,Não,42,41 a 50
37750448,2024-10-22,2003-10-31,Não,Sim,Não,21,21 a 30
40160277,2024-11-21,1975-03-29,Não,Sim,Não,50,41 a 50
